District,District Name,School,School Name,Subgroup,Valid Tests,Participation Rate,Average English Score,Average Math Score,Average Reading Score,Average Science Score,Average Composite Score,Number Scoring 21 or Higher,Percent Scoring 21 or Higher,Number Scoring Below 19,Percent Scoring Below 19
740,Robertson County,90,White House Heritage High School,Economically Disadvantaged,21,78,18,19.7,18.5,20,19.2,5,23.8,12,57.1
740,Robertson County,90,White House Heritage High School,English Learners,2,*,*,*,*,*,*,*,*,*,*
740,Robertson County,90,White House Heritage High School,Students with Disabilities,10,91,13.3,16.2,14.1,15.2,14.7,**,**,**,**
740,Robertson County,95,Robertson Co. Virtual School,All Students,14,88,20.8,19.5,23.4,21,21.4,7,50,6,42.9
740,Robertson County,95,Robertson Co. Virtual School,Black/Hispanic/Native American,2,*,*,*,*,*,*,*,*,*,*
740,Robertson County,95,Robertson Co. Virtual School,Economically Disadvantaged,4,*,*,*,*,*,*,*,*,*,*
740,Robertson County,100,Robertson County Alternative Learning Center,All Students,10,59,15.2,17.3,14.9,15.8,15.9,1,10,9,90
740,Robertson County,100,Robertson County Alternative Learning Center,Black/Hispanic/Native American,4,*,*,*,*,*,*,*,*,*,*
740,Robertson County,100,Robertson County Alternative Learning Center,Economically Disadvantaged,6,*,*,*,*,*,*,*,*,*,*
740,Robertson County,100,Robertson County Alternative Learning Center,English Learners,0,*,*,*,*,*,*,*,*,*,*
740,Robertson County,100,Robertson County Alternative Learning Center,Students with Disabilities,2,*,*,*,*,*,*,*,*,*,*
740,Robertson County,110,Tennessee Connections Academy 9-12,All Students,34,58,18.6,18,20.5,19.1,19.2,13,38.2,17,50
740,Robertson County,110,Tennessee Connections Academy 9-12,Black/Hispanic/Native American,10,53,19,19.3,22,19.4,20,5,50,5,50
740,Robertson County,110,Tennessee Connections Academy 9-12,Economically Disadvantaged,13,62,18.2,17.1,21.7,18.3,19,4,30.8,7,53.8
740,Robertson County,110,Tennessee Connections Academy 9-12,Students with Disabilities,3,*,*,*,*,*,*,*,*,*,*
750,Rutherford County,4,Blackman High School,All Students,504,100,21.8,20.4,22.4,21.4,21.7,290,57.5,138,27.4
750,Rutherford County,4,Blackman High School,Black/Hispanic/Native American,157,100,19.5,18.8,20.3,19.6,19.7,65,41.4,73,46.5
750,Rutherford County,4,Blackman High School,Economically Disadvantaged,85,100,18.5,18.2,19.6,19.2,19.1,28,32.9,42,49.4
750,Rutherford County,4,Blackman High School,English Learners,9,*,*,*,*,*,*,*,*,*,*
750,Rutherford County,4,Blackman High School,Students with Disabilities,25,100,14.3,15.8,16.6,16.7,16.1,2,8,17,68
750,Rutherford County,15,Central Magnet School,All Students,191,97,32.4,28.8,32.6,30.2,31.2,**,**,**,**
750,Rutherford County,15,Central Magnet School,Black/Hispanic/Native American,20,100,32,26.3,31.9,27.9,29.7,**,**,**,**
750,Rutherford County,15,Central Magnet School,Economically Disadvantaged,8,*,*,*,*,*,*,*,*,*,*
750,Rutherford County,15,Central Magnet School,Students with Disabilities,2,*,*,*,*,*,*,*,*,*,*
750,Rutherford County,35,Eagleville School,All Students,77,99,21.5,19.9,22,21.4,21.3,40,51.9,25,32.5
750,Rutherford County,35,Eagleville School,Economically Disadvantaged,8,*,*,*,*,*,*,*,*,*,*
750,Rutherford County,35,Eagleville School,Students with Disabilities,4,*,*,*,*,*,*,*,*,*,*
750,Rutherford County,37,Holloway High School,All Students,48,79,14.4,15.9,14.5,16.3,15.4,4,8.3,40,83.3
750,Rutherford County,37,Holloway High School,Black/Hispanic/Native American,25,83,13.8,15.6,13.9,15.5,14.8,2,8,23,92
750,Rutherford County,37,Holloway High School,Economically Disadvantaged,29,83,14,15.1,14.5,16.2,15.1,2,6.9,26,89.7
750,Rutherford County,37,Holloway High School,English Learners,0,*,*,*,*,*,*,*,*,*,*
750,Rutherford County,37,Holloway High School,Students with Disabilities,9,*,*,*,*,*,*,*,*,*,*
750,Rutherford County,63,Lavergne High School,All Students,451,98,17.1,17.3,18,18.2,17.8,110,24.4,286,63.4
750,Rutherford County,63,Lavergne High School,Black/Hispanic/Native American,317,99,16.4,16.7,17.3,17.5,17.2,60,18.9,218,68.8
750,Rutherford County,63,Lavergne High School,Economically Disadvantaged,209,97,15.7,16.8,16.9,17.5,16.9,33,15.8,155,74.2
750,Rutherford County,63,Lavergne High School,English Learners,62,95,13.3,15.9,15.5,15.8,15.4,**,**,**,**
750,Rutherford County,63,Lavergne High School,Students with Disabilities,33,100,13,15.2,15.7,15.9,15.2,2,6.1,29,87.9
750,Rutherford County,72,Oakland High School,All Students,455,95,20.5,19.4,21,20.5,20.5,200,44,185,40.7
750,Rutherford County,72,Oakland High School,Black/Hispanic/Native American,164,93,17.3,17.2,18.7,18.2,18,34,20.7,107,65.2
750,Rutherford County,72,Oakland High School,Economically Disadvantaged,152,93,18.1,17.4,19,18.7,18.4,44,28.9,90,59.2
750,Rutherford County,72,Oakland High School,English Learners,18,95,12.3,15.4,14.8,15.5,14.7,1,5.6,17,94.4
750,Rutherford County,72,Oakland High School,Students with Disabilities,37,95,13.6,15.4,15.2,16.7,15.4,2,5.4,33,89.2
750,Rutherford County,74,Riverdale High School,All Students,470,96,20.6,19,21,20.4,20.4,215,45.7,181,38.5
750,Rutherford County,74,Riverdale High School,Black/Hispanic/Native American,135,93,17.3,16.9,17.7,18,17.6,27,20,85,63
750,Rutherford County,74,Riverdale High School,Economically Disadvantaged,111,91,17.8,17.2,18.3,18.4,18.1,25,22.5,63,56.8
750,Rutherford County,74,Riverdale High School,English Learners,18,95,12.7,15.2,14.4,14.2,14.4,**,**,**,**
750,Rutherford County,74,Riverdale High School,Students with Disabilities,44,90,15.5,16,16.1,16.8,16.2,6,13.6,34,77.3
750,Rutherford County,85,Rockvale High School,All Students,100,93,18.9,18.3,19.7,19,19.1,32,32,50,50
750,Rutherford County,85,Rockvale High School,Black/Hispanic/Native American,38,88,16.7,17.3,17.9,17.6,17.5,8,21.1,26,68.4
750,Rutherford County,85,Rockvale High School,Economically Disadvantaged,26,87,19.8,18.9,20.6,19.1,19.7,9,34.6,9,34.6
750,Rutherford County,85,Rockvale High School,English Learners,5,*,*,*,*,*,*,*,*,*,*
750,Rutherford County,85,Rockvale High School,Students with Disabilities,9,*,*,*,*,*,*,*,*,*,*
750,Rutherford County,98,Smyrna High School,All Students,401,88,18.7,18.7,19.3,19.2,19.1,132,32.9,225,56.1
750,Rutherford County,98,Smyrna High School,Black/Hispanic/Native American,167,80,16.8,17.6,17.7,17.5,17.6,28,16.8,118,70.7
750,Rutherford County,98,Smyrna High School,Economically Disadvantaged,156,81,16.6,17.6,17.3,17.9,17.5,28,17.9,113,72.4
750,Rutherford County,98,Smyrna High School,English Learners,41,51,13.9,16.4,15.3,16.6,15.7,3,7.3,36,87.8
750,Rutherford County,98,Smyrna High School,Students with Disabilities,30,88,13.6,16.2,14.4,16.3,15.3,2,6.7,28,93.3
750,Rutherford County,104,Siegel High School,All Students,363,96,20.5,19.9,21.2,21,20.8,182,50.1,130,35.8
750,Rutherford County,104,Siegel High School,Black/Hispanic/Native American,96,94,17.4,17.9,18.3,18.3,18.1,27,28.1,58,60.4
750,Rutherford County,104,Siegel High School,Economically Disadvantaged,97,93,17.6,17.9,18.6,18.6,18.3,29,29.9,55,56.7
750,Rutherford County,104,Siegel High School,English Learners,7,*,*,*,*,*,*,*,*,*,*
750,Rutherford County,104,Siegel High School,Students with Disabilities,35,95,14.2,16,16.6,16.5,16,4,11.4,27,77.1
750,Rutherford County,225,Stewarts Creek High School,All Students,488,99,20.5,19.6,21.4,21,20.8,247,50.6,165,33.8
750,Rutherford County,225,Stewarts Creek High School,Black/Hispanic/Native American,137,98,18.9,18.5,19.8,19.7,19.4,53,38.7,62,45.3
750,Rutherford County,225,Stewarts Creek High School,Economically Disadvantaged,92,99,17.9,17.6,18.8,18.5,18.4,30,32.6,51,55.4
750,Rutherford County,225,Stewarts Creek High School,English Learners,20,95,13.5,16.9,14.2,16.3,15.3,2,10,17,85
750,Rutherford County,225,Stewarts Creek High School,Students with Disabilities,33,100,13.4,15.7,15.2,16.5,15.4,**,**,**,**
760,Scott County,48,Scott High School,All Students,195,99,17.1,16.8,18.4,17.6,17.6,45,23.1,125,64.1
760,Scott County,48,Scott High School,Black/Hispanic/Native American,6,*,*,*,*,*,*,*,*,*,*
760,Scott County,48,Scott High School,Economically Disadvantaged,116,99,15.6,16.1,17.3,16.7,16.6,18,15.5,85,73.3
760,Scott County,48,Scott High School,Students with Disabilities,23,100,10.6,14.3,13.3,13.7,13.1,**,**,**,**
761,Oneida,10,Oneida High School,All Students,99,100,18.7,19,20.3,19.6,19.5,29,29.3,45,45.5
761,Oneida,10,Oneida High School,Black/Hispanic/Native American,3,*,*,*,*,*,*,*,*,*,*
761,Oneida,10,Oneida High School,Economically Disadvantaged,21,100,15.8,16.7,17.9,16.4,16.7,**,**,**,**
761,Oneida,10,Oneida High School,Students with Disabilities,5,*,*,*,*,*,*,*,*,*,*
770,Sequatchie County,20,Sequatchie Co High School,All Students,149,98,17.8,18,19.9,19.2,18.9,48,32.2,80,53.7
770,Sequatchie County,20,Sequatchie Co High School,Black/Hispanic/Native American,8,*,*,*,*,*,*,*,*,*,*
770,Sequatchie County,20,Sequatchie Co High School,Economically Disadvantaged,63,97,16.8,17.4,18.9,18.2,18,15,23.8,40,63.5
770,Sequatchie County,20,Sequatchie Co High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
770,Sequatchie County,20,Sequatchie Co High School,Students with Disabilities,19,100,13.6,15.4,15.3,16.3,15.4,2,10.5,16,84.2
780,Sevier County,20,Gatlinburg Pittman High,All Students,131,99,22.4,21,23,21.8,22.3,65,49.6,51,38.9
780,Sevier County,20,Gatlinburg Pittman High,Black/Hispanic/Native American,18,100,14.6,16.6,16,16.7,16.3,3,16.7,15,83.3
780,Sevier County,20,Gatlinburg Pittman High,Economically Disadvantaged,36,100,20.3,18.7,20.5,19,19.8,13,36.1,16,44.4
780,Sevier County,20,Gatlinburg Pittman High,English Learners,10,91,13,16.2,14.1,16,15.1,1,10,9,90
780,Sevier County,20,Gatlinburg Pittman High,Students with Disabilities,11,100,15.7,15.9,16.1,16.5,16.2,**,**,**,**
780,Sevier County,30,Northview Senior Academy,All Students,148,99,17.6,17.8,19.2,18.7,18.5,50,33.8,87,58.8
780,Sevier County,30,Northview Senior Academy,Black/Hispanic/Native American,12,92,17.6,17.3,19.2,19,18.5,3,25,5,41.7
780,Sevier County,30,Northview Senior Academy,Economically Disadvantaged,59,100,16.1,16.8,18.2,17.9,17.5,14,23.7,40,67.8
780,Sevier County,30,Northview Senior Academy,English Learners,1,*,*,*,*,*,*,*,*,*,*
780,Sevier County,30,Northview Senior Academy,Students with Disabilities,18,100,12.2,15.6,14.4,16,14.7,**,**,**,**
780,Sevier County,46,Pigeon Forge High School,All Students,140,99,18,17.9,18.9,18.6,18.5,43,30.7,71,50.7
780,Sevier County,46,Pigeon Forge High School,Black/Hispanic/Native American,19,95,13.8,15.6,15.2,16.2,15.3,3,15.8,15,78.9
780,Sevier County,46,Pigeon Forge High School,Economically Disadvantaged,55,98,16.7,17.2,18,18,17.6,13,23.6,34,61.8
780,Sevier County,46,Pigeon Forge High School,English Learners,8,*,*,*,*,*,*,*,*,*,*
780,Sevier County,46,Pigeon Forge High School,Students with Disabilities,11,100,13.9,16.3,14.7,16,15.3,1,9.1,10,90.9
780,Sevier County,52,Gary Hardin Academy,All Students,74,82,14.3,15.6,15.8,15.6,15.4,7,9.5,60,81.1
780,Sevier County,52,Gary Hardin Academy,Black/Hispanic/Native American,9,*,*,*,*,*,*,*,*,*,*
780,Sevier County,52,Gary Hardin Academy,Economically Disadvantaged,45,87,14.4,15.8,15.9,15.6,15.5,5,11.1,37,82.2
780,Sevier County,52,Gary Hardin Academy,English Learners,4,*,*,*,*,*,*,*,*,*,*
780,Sevier County,52,Gary Hardin Academy,Students with Disabilities,13,100,12.1,14.5,14.8,13.4,13.6,**,**,**,**
780,Sevier County,55,Sevier County High School,All Students,198,99,19.2,19.5,20,19.7,19.7,85,42.9,84,42.4
780,Sevier County,55,Sevier County High School,Black/Hispanic/Native American,40,98,18.2,19.1,18.5,19.3,18.9,13,32.5,20,50
780,Sevier County,55,Sevier County High School,Economically Disadvantaged,70,99,17.6,18.3,18.4,18.6,18.4,23,32.9,37,52.9
780,Sevier County,55,Sevier County High School,English Learners,8,*,*,*,*,*,*,*,*,*,*
780,Sevier County,55,Sevier County High School,Students with Disabilities,27,96,12.3,15.4,14.1,15.2,14.4,2,7.4,24,88.9
780,Sevier County,70,Seymour High School,All Students,181,99,20.1,19.9,21.6,20.8,20.8,90,49.7,59,32.6
780,Sevier County,70,Seymour High School,Black/Hispanic/Native American,7,*,*,*,*,*,*,*,*,*,*
780,Sevier County,70,Seymour High School,Economically Disadvantaged,34,97,16.8,17.5,18.8,19,18.3,9,26.5,20,58.8
780,Sevier County,70,Seymour High School,English Learners,2,*,*,*,*,*,*,*,*,*,*
780,Sevier County,70,Seymour High School,Students with Disabilities,6,*,*,*,*,*,*,*,*,*,*
792,Shelby County,35,Bolton High,All Students,208,100,16.2,16.3,16.9,16.8,16.7,33,15.9,154,74
792,Shelby County,35,Bolton High,Black/Hispanic/Native American,189,99,15.7,16,16.5,16.5,16.3,24,12.7,148,78.3
792,Shelby County,35,Bolton High,Economically Disadvantaged,113,99,14.9,15.6,15.5,16,15.6,10,8.8,94,83.2
792,Shelby County,35,Bolton High,English Learners,5,*,*,*,*,*,*,*,*,*,*
792,Shelby County,35,Bolton High,Students with Disabilities,33,100,13.1,15,14.1,14.9,14.3,**,**,**,**
792,Shelby County,110,Germantown High,All Students,459,100,19.8,19.2,20.6,19.7,20,177,38.6,215,46.8
792,Shelby County,110,Germantown High,Black/Hispanic/Native American,385,100,19.1,18.6,19.9,19.1,19.4,130,33.8,197,51.2
792,Shelby County,110,Germantown High,Economically Disadvantaged,136,99,18.4,18.3,19.5,18.9,18.9,40,29.4,76,55.9
792,Shelby County,110,Germantown High,English Learners,18,100,16.7,17.1,17.3,17,17.2,1,5.6,10,55.6
792,Shelby County,110,Germantown High,Students with Disabilities,44,100,13,15.3,14.6,15.1,14.7,**,**,**,**
792,Shelby County,178,Southwind High,All Students,387,98,15.6,16.6,17,17.1,16.7,50,12.9,287,74.2
792,Shelby County,178,Southwind High,Black/Hispanic/Native American,379,98,15.5,16.5,16.9,17,16.7,46,12.1,284,74.9
792,Shelby County,178,Southwind High,Economically Disadvantaged,191,98,14.9,16.2,16.6,16.5,16.2,21,11,153,80.1
792,Shelby County,178,Southwind High,English Learners,16,94,15.2,16.3,16.5,17.6,16.4,1,6.3,15,93.8
792,Shelby County,178,Southwind High,Students with Disabilities,39,98,11.4,14.6,12.3,14.3,13.3,**,**,**,**
792,Shelby County,2030,B. T. Washington High,All Students,84,94,12.5,15.2,13.9,14.7,14.2,**,**,**,**
792,Shelby County,2030,B. T. Washington High,Black/Hispanic/Native American,83,94,12.4,15.2,13.9,14.6,14.2,**,**,**,**
792,Shelby County,2030,B. T. Washington High,Economically Disadvantaged,75,94,12.3,15.1,13.7,14.6,14.1,**,**,**,**
792,Shelby County,2030,B. T. Washington High,Students with Disabilities,16,100,11.8,15.1,13.3,13.9,13.8,**,**,**,**
792,Shelby County,2090,Central High,All Students,294,98,18,18,20,19,18.9,92,31.3,157,53.4
792,Shelby County,2090,Central High,Black/Hispanic/Native American,264,98,17.3,17.6,19.3,18.5,18.4,71,26.9,152,57.6
792,Shelby County,2090,Central High,Economically Disadvantaged,152,97,16.2,17.2,18.6,18,17.7,32,21.1,97,63.8
792,Shelby County,2090,Central High,English Learners,11,100,13.9,17.1,15.7,15.7,15.7,2,18.2,9,81.8
792,Shelby County,2090,Central High,Students with Disabilities,17,94,15.4,16,17.6,16.7,16.5,3,17.6,13,76.5
792,Shelby County,2119,Cordova High School,All Students,481,98,16.9,16.9,18.2,17.8,17.6,93,19.3,321,66.7
792,Shelby County,2119,Cordova High School,Black/Hispanic/Native American,433,98,16.5,16.6,17.9,17.5,17.2,68,15.7,301,69.5
792,Shelby County,2119,Cordova High School,Economically Disadvantaged,196,96,15.5,16.1,16.9,17,16.5,21,10.7,148,75.5
792,Shelby County,2119,Cordova High School,English Learners,51,98,14.7,16.1,16,16.2,16,3,5.9,46,90.2
792,Shelby County,2119,Cordova High School,Students with Disabilities,61,97,12.9,15.3,15.1,15,14.8,5,8.2,54,88.5
792,Shelby County,2126,Craigmont High,All Students,172,97,14.2,15.8,14.8,16,15.3,9,5.2,151,87.8
792,Shelby County,2126,Craigmont High,Black/Hispanic/Native American,169,97,14,15.8,14.8,15.9,15.2,**,**,**,**
792,Shelby County,2126,Craigmont High,Economically Disadvantaged,127,96,13.3,15.4,14.2,15.3,14.7,**,**,**,**
792,Shelby County,2126,Craigmont High,English Learners,3,*,*,*,*,*,*,*,*,*,*
792,Shelby County,2126,Craigmont High,Students with Disabilities,18,86,10.9,14.2,12.1,13.2,12.6,**,**,**,**
792,Shelby County,2160,Douglass High,All Students,129,98,13.3,15.9,15.1,15.7,15.2,8,6.2,113,87.6
792,Shelby County,2160,Douglass High,Black/Hispanic/Native American,129,98,13.3,15.9,15.1,15.7,15.2,8,6.2,113,87.6
792,Shelby County,2160,Douglass High,Economically Disadvantaged,113,98,13.4,15.9,15.2,15.8,15.3,7,6.2,99,87.6
792,Shelby County,2160,Douglass High,English Learners,3,*,*,*,*,*,*,*,*,*,*
792,Shelby County,2160,Douglass High,Students with Disabilities,28,100,11,14.9,13,13.1,13.1,**,**,**,**
792,Shelby County,2180,East High,All Students,73,99,15.4,15.7,16.4,16.7,16.2,8,11,54,74
792,Shelby County,2180,East High,Black/Hispanic/Native American,73,99,15.4,15.7,16.4,16.7,16.2,8,11,54,74
792,Shelby County,2180,East High,Economically Disadvantaged,53,98,14.8,15.3,16,15.9,15.6,4,7.5,43,81.1
792,Shelby County,2180,East High,English Learners,7,*,*,*,*,*,*,*,*,*,*
792,Shelby County,2180,East High,Students with Disabilities,9,*,*,*,*,*,*,*,*,*,*
792,Shelby County,2317,Hamilton High,All Students,133,94,13.7,15.3,15.4,15.7,15.2,**,**,**,**
792,Shelby County,2317,Hamilton High,Black/Hispanic/Native American,133,94,13.7,15.3,15.4,15.7,15.2,**,**,**,**
792,Shelby County,2317,Hamilton High,Economically Disadvantaged,116,94,13.7,15.3,15.3,15.6,15.2,**,**,**,**
792,Shelby County,2317,Hamilton High,English Learners,1,*,*,*,*,*,*,*,*,*,*
792,Shelby County,2317,Hamilton High,Students with Disabilities,22,85,12,14.5,13.8,14.7,14,**,**,**,**
792,Shelby County,2338,Hollis F. Price Middle College,All Students,21,100,20.3,19.9,20.9,19.2,20.3,8,38.1,8,38.1
792,Shelby County,2338,Hollis F. Price Middle College,Black/Hispanic/Native American,21,100,20.3,19.9,20.9,19.2,20.3,8,38.1,8,38.1
792,Shelby County,2338,Hollis F. Price Middle College,Economically Disadvantaged,17,100,20.2,20.1,20.8,18.9,20.2,7,41.2,6,35.3
792,Shelby County,2375,Kingsbury High,All Students,281,97,14.8,15.9,16.5,16.8,16.2,30,10.7,223,79.4
792,Shelby County,2375,Kingsbury High,Black/Hispanic/Native American,250,97,14.7,15.8,16.4,16.6,16,25,10,202,80.8
792,Shelby County,2375,Kingsbury High,Economically Disadvantaged,178,97,14.6,15.6,16.7,16.6,16.1,17,9.6,144,80.9
792,Shelby County,2375,Kingsbury High,English Learners,77,95,11.9,14.9,14.1,14.9,14.1,**,**,**,**
792,Shelby County,2375,Kingsbury High,Students with Disabilities,34,100,11.7,14.6,14.7,14.6,14,**,**,**,**
792,Shelby County,2379,Kirby High,All Students,222,94,13.3,15.1,15,15.5,14.9,**,**,**,**
792,Shelby County,2379,Kirby High,Black/Hispanic/Native American,222,94,13.3,15.1,15,15.5,14.9,**,**,**,**
792,Shelby County,2379,Kirby High,Economically Disadvantaged,154,93,13.2,14.9,15,15.5,14.8,**,**,**,**
792,Shelby County,2379,Kirby High,English Learners,16,100,12.3,14.9,13.8,16,14.4,**,**,**,**
792,Shelby County,2379,Kirby High,Students with Disabilities,30,94,11.3,14.7,14.1,14.6,13.9,**,**,**,**
792,Shelby County,2480,Manassas High,All Students,87,95,13.2,15.1,14.9,15.6,14.9,5,5.7,79,90.8
792,Shelby County,2480,Manassas High,Black/Hispanic/Native American,87,95,13.2,15.1,14.9,15.6,14.9,5,5.7,79,90.8
792,Shelby County,2480,Manassas High,Economically Disadvantaged,77,94,13.2,15.1,15,15.7,15,5,6.5,70,90.9
792,Shelby County,2480,Manassas High,English Learners,1,*,*,*,*,*,*,*,*,*,*
792,Shelby County,2480,Manassas High,Students with Disabilities,10,83,11.2,14.7,13.5,15,13.8,**,**,**,**
792,Shelby County,2493,Melrose High,All Students,111,94,13.1,15.8,14.7,15.3,14.9,**,**,**,**
792,Shelby County,2493,Melrose High,Black/Hispanic/Native American,111,94,13.1,15.8,14.7,15.3,14.9,**,**,**,**
792,Shelby County,2493,Melrose High,Economically Disadvantaged,104,95,13.1,15.8,14.7,15.3,15,**,**,**,**
